"GL_CODE","GL_DESC"
"661000102","TAXE FORFAITAIRE"
"662000100","DROITS ET TAXES DOUANIERES"
"663000100","PRELEVEMENTS SUR LA PRODUCTION"
"664000100","PRELVMNTS SUR LA DISTRIBUTION"
"665000100","PRELEVEMENTS CEDULAIRE/ REVENU"
"666000100","PRELEVEMENT GENERAUX SUR LES REVENUS"
"667000100","PRELVMNTS FORFET SUR LES REVENUS"
"667000101","TSR NON DEDUCTIBLE"
"668000100","PRELÈVEMENTS SUR LE PATRIMOINE"
"668000101","TAXE FONCIERE"
"669000100","PRÉLÈVEMENTS EN CAPITAL"
"671000100","CHARGES SUR OPERATION DE TRESORERIE"
"671100100","CHARGE SUR OPERATIONS AVEC LA CLIENTELE"
"671100101","CHARGE SUR OPERATIONS DE CREDIT BAIL"
"671200100","CHARGES SUR OPERATION BANC DIVERSES"
"671300100","CHARGES SUR SUR RESSOURCES PERMANENTES"
"672100100","CHG EXPL EXO ANTERIEUR-FOURNITURES CONSOMMEES"
"672200100","CHG EXPL EXO ANTERIEUR-TRANSPORTS ET DEPLACEMENT"
"672300100","CHG EXPL EXO ANTERIEUR-AUTRES SERVICES CONSOMMES"
"672400100","CHG EXPL EXO ANTERIEUR-CHARGES  DIVERSES"
"672500100","CHG EXPL EXO ANTERIEUR-ASSISTANCE TECHN. ET FRAIS D INSPEC"
"673100100"," AUTRES CHARGES PERSONNELLES EX ANT - FRAIS DE PERSONNEL"
"673200100"," AUTRES CHARGES PERSONNELLES EX ANT-IMPOT ET TAXES"
"676100100","MV CESS TITRE PLCT ET PARTICIP"
"679100100","PERTES EXCEPTIONNELLES- SUR OPS DE TRESORERIE"
"679200100","PERTES EXCEPTIONNELLES- SUR OPS AVEC LA CLIENTELE"
"679200101","PERTES EXCEPTIONNELLES- FRAUDE EXTERNE vol et fraude"
"679200102","PERTE SUR OPS CLIENTELE ABANDOND DE CREANCES"
"679200103","PERTE SUR OPS CLIENTELE"
"679200104","PERTES EXCEPTIONNELLES FRAUDE EXTERNE SECURITE DES SYSTEMES"
"679300100","PERTES EXCEPTIONNELLES- POUR OPS BANCAIRES DIVERSES"
"679300101","PRATIQUES D_EMPLOI ET SECURITE AU TRAVAIL Relation avec les employés"
"679300102","PERTES OPERATIONNELLES CLIENTS divulgation et fiduciaire"
"679300103","DOMMAGES AUX ACTIFS PHYSIQUES"
"679300104","PERTURBATIONS DE L_ACTIVITE ET DEFAILLANCE DU SYSTÈME"
"679300105","EXECUTION, LIVRAISON ET GESTION DES PROCESSUS"
"679300106","PERTES CLIENTS, PRODUITS ET PRATIQUES COMMERCIALES"
"679300107","PRATIQUES D_EMPLOI ET SECURITE AU TRAVAIL Environnement sécurisé"
"679300108","PRATIQUES D_EMPLOI ET SECURITE AU TRAVAIL Diversité et discrimination"
"679300109","PERTES OPERATIONNELLES  Adéquation,  Pratiques commerciales ou de marché inappropriées"
"679300110","PERTES OPERATIONNELLES  Défauts du produit"
"679300111","PERTES OPERATIONNELLES  Sélection, Sponsoring et exposition"
"679300112","PERTES OPERATIONNELLES  Activités de conseil"
"679300113","PERTES OPERATIONNELLES  Capture, exécution et maintenance des transactions"
"679300114","PERTES OPERATIONNELLES  Surveillance et rapports"
"679300115","PERTES OPERATIONNELLES  Acceuil client et documentation"
"679300116","PERTES OPERATIONNELLES  Gestion des comptes clients"
"679300117","PERTES OPERATIONNELLES  Contrepartie commerciale"
"679300118","PERTES OPERATIONNELLES  Vendeurs et fournisseurs"
"679400100","PERTES EXCEPTIONNELLES LIEES AU PERSONNEL"
"679400101","PERTES EXCEPTIONNELLES FRAUDES INTERNES Vol et Fraudes"
"679400102","PERTES EXCEPTIONNELLES FRAUDES INTERNES ACTIVITES NON AUTORISEES"
"679500100","AMENDES ET PENALITES FISCALES"
"679500101","AMENDES ET PENALITES REGLEMENTAIRES"
"679500102","AUTRES AMENDES ET PENALITES DIVERSES"
"679600100","DEFICITE DE CAISSE NON RECUPERES"
"679700100","MANQUANT SUR STOCK"
"679800100","MISE AU REBUT D IMMOBILISATIONS"
"679900100","AUTRES PERTES EXCEPTIONELLES"
"680120100","DOTATION AUX AMORT FRAIS EMISSIONS DES EMPRUNTS"
"680130100","DOTATION AUX AMORT FRAIS AQUISITION IMMOBILISATION"
"680140100","DOTATION AUX AMORT FRAIS EXCEPTIONNEL A ETALER"
"680210100","DOTATION AUX AMORT IMMOBILISATION INCORP EN COURS"
"680220100","DOTATION AUX AMORT FONDS DE COMMERCE"
"680230100","DOTATION AUX AMORT BREVETS, LOGICIELS, LICENCES"
"680230101","DOTATION AUX AMORT REEVAL BREVETS, LOGICIELS, LICENCES"
"680240100","DOTATION AUX AMORT ETUDES ET RECHERCHES IMMOB"
"680250100","DOTATION AUX AMORT AUTRE IMMOB INCORP"
"682100100","DOTATION AUX AMORT IMMEUBLES D'EXPLOITATION BANCAIRE"
"682100101","DOTATION AUX AMORT AGENCEMENTS & INSTALLATIONS IMMEUBLES"
"682100102","DOTATION AUX AMORT IMMEUBLES RESIDENTIELS"
"682100103","DOTATION AUX AMORT AGENCEMENTS & INSTALLATIONS IMMEUBLES RESIDENTIELS"
"682100104","DOTATION AUX AMORT REEVAL IMMEUBLES & AGENCEMENTS "
"682200100","DOTATION AUX AMORT IMMEUBLES EN LOCATION SIMPLE"
"682310100","DOTATION AUX AMORT IMMEUBLES DONNES EN CREDIT BAIL"
"682320100","DOTATION AUX AMORT IMMEUBLES AFFECTES AU CRED BAIL N LOUES"
"682400100","DOTATION AUX AMORT IMMEUBLE ACQUIS PAR ADJUDIC"
"682500100","DOTATION AUX AMORT MOBILIER  DE BUREAU"
"682500101","DOTATION AUX AMORT MATERIEL DE BUREAU"
"682500102","DOTATION AUX AMORT REEVAL  MATERIEL & MOBILIER DE BUREAU"
"682500103","DOTATION AUX AMORT MATERIEL DE TRANSPORT "
"682500104","DOTATION AUX AMORT REEVAL MATERIEL DE TRANSPORT"
"682500105","DOTATION AUX AMORT MATERIEL  INFORMATIQUE"
"682500106","DOTATION AUX AMORT REEVAL MATERIEL  INFORMATIQUE"
"682500107","DOTATION AUX AMORT MATERIEL TELECOM"
"682500108","DOTATION AUX AMORT REEVAL MATERIEL TELECOM"
"682500109","DOTATION AUX AMORT MOBILIER DE LOGEMENT"
"682500110","DOTATION AUX AMORT MATERIEL DE LOGEMENT"
"682500111","DOTATION AUX AMORT DISTRIBUTEURS AUTOMATIQUES"
"682500112","DOTATION AUX AMORT MATERIEL DE SECURITE"
"691100100","PROVISION POUR RISQUES ET CHARGES"
"691100101","PROV GLE SUR CREDITS SAINS"
"691200100","PROVISIONS PR DEPRECIATION VALEURS IMMOBILISEES"
"691300100","DOT PROV DEPREC CLT"
"691400100","DOT PROV DEPREC CPTES DES TIERS"
"691500100","PROVISION PR DEPRECIATION CPTES DE TRESORERIE"
"692100100","PERTES SUR CREANCES IRREVOCABLES COUVERTES PAR DES PROV"
"692200100","PERTES SUR CREANCES IRREC NON COUVERTES"
"701100100","INT. SUR PLACEMENTS INTERBANCAIRES FILIALES"
"701100101","INT. SUR PLACEMENTS INTERBANCAIRES AUTRES"
"701200100","INT. SUR PLACEMENTS A LA BEAC"
"702000100","INTS SUR AUT VALS RECUES  PENSION"
"703000100","INTS SUR PRETS ET CPTES  A TERME FILIALES"
"703000101","INTS SUR PRETS ET CPTES  A TERME AUTRES"
"704000100","INTERETS SUR PRETS  AU JOUR LE JOUR"
"705000100","INTERETS SUR COMPTES A VUE FILIALES"
"705000101","INTERETS SUR COMPTES A VUE AUTRES"
"706100100","COMMISSIONS SUR OPS DU MARCHE MONET"
"706200100","COMMISSIONS SUR OPS DE REFINANCEMT."
"706300100","COMMISSIONS SUR PRET ET CPT A TERME FILIALES"
"706300101","COMMISSIONS SUR PRET ET CPT A TERME AUTRES"
"706400100","COMM. SUR PRET AU JOUR LE JOUR"
"706500100","COMMISSIONS SUR COMPTES A VUE FILIALES"
"706500101","COMMISSIONS SUR COMPTES A VUE AUTRES"
"711000100","INT SUR CREDIT A LT"
"712000100","INT. SUR LES CREDITS A MOYEN TERME"
"712000101","INT. SUR LES CREDITS A MOYEN TERME HABITAT"
"712000102","INT. SUR LES CREDITS A MOYEN TERME ISLAMIC"
"712000103","INT. SUR LES CREDITS CONSOMMATION PERSONNEL"
"713000100","INT. SUR ESCOMPTE EFFETS LIBRES"
"713000101","INT. SUR LES CREDITS A COURT TERME"
"713000102","INT  SUR PRET RELATIF AU TRADE"
"713000103","INT. SUR LES CREDITS A COURT TERME N/TAXABLE"
"713000104","INT. AVANCE S/GARANTIES T"
"714000100","INT SUR LES CPTES DEBITEURS DE LA CLIENTELE"
"714000101","INT SUR LES CPTES ACCESS BANK ACCOUNT"
"715100100","LOYERS DE CREDIT -BAIL"
"715200100","REPRISE DE PROV. POUR DEPREC. IMMOB"
"715300100","REPRISE DE PROV. PR PERTES LATENTES"
"715400100","REP DE PROV RISQ  NON PERCEP DE LOY"
"715500100","PLUS-VALUE DE CESSION SUR IMMOBIL."
"715900100","AUTRES PROD. DES OPS DE CREDIT BAIL"
"716000100","PROD DES OPS DE LOCATION SIMPLE"
"717100100","COMMISSION SUR CREDIT A LONG TERME"
"717200100","COMMISSION SUR CREDIT A MOYEN TERME"
"717300100","COMMISSION SUR CREDIT A COURT TERME"
"717300101","COMMISSION SUR CREDIT A COURT TERME RELATIF AU TRADE"
"717300102","COMM./ CREDIT A COURT TERME AFFACTURAGE"
"717400100","COMM./ CPTES DEBITEURS CLIENTELE PLUS HAUT DEBIT"
"717400101","CX OUVERTURE MISE EN PLACE ET RENOUVELLEMENT DECOUVERT"
"717400102","COMMISSION DE MOUVEMENT"
"719000100","PENALITE DE REMBOURSEMENT ANTICIPE"
"719000101","PENALITE DE RETARD"
"719000102","PENALITE SUR IMPAYES LT"
"719000103","PENALITE SUR IMPAYES MT"
"719000104","PENALITE SUR IMPAYES CT"
"720000100","COMM DE CLOTURE DE COMPTE ENTREPRISE ET EMF"
"720000101","COMM DE CLOTURE DE COMPTE INDIVIDUELS"
"720000102","COMM EMISSION RELEVE DE COMPTE"
"720000103","COMMISSIONS SUR RETRAITS DEPLACES"
"720100100","COMM DE GESTION DE COMPTE NON TAXABLE"
"721000100","COMMISSIONS DE REJET CHEQUES"
"721000101","COM/ ENCAISSEMENT CHQ MANUEL"
"721000102","FRAIS CHEQUIER"
"721000103","CX CHEQUE DE GUICHET"
"721000104","COMMISSIONS  ESCOMPTE EFFETS"
"542400100","CPT A TERME NOSTRI BQ NON ASS"
"542500100","CPT A TERME NOSTRI ETS DE MICROFINANCE"
"542600100","CTE A TERM NOSTRI ETS FIN ASSOCIES"
"542700100","CTE A TERM NOSTRI ETS FIN NON ASSOCIES"
"542800100","CTE A TERM NOSTRI CAISSES D EPARGNE POSTALE ET CHEQUES POSTAUX"
"542900100","CTE A TERM NOSTRI AUTRES INST FINANCIERES INTERNATIONALES"
"543100100","CPT A TERME LORI BQ CENTRALE"
"543200100","CTE A TERME LORI INSTI FIN  SPEC"
"543300100","COMPTE A TERME LORI BQ ASS"
"543400100","CPTE A TERME LORI BQ NON ASS"
"543500100","CTE A TERM LORI ETS DE MICROFINANCE"
"543600100","CTE A TERM LORI ETS FIN ASSOC"
"543700100","CTE A TERM LORI ETS FIN NON ASSOC"
"543800100","CTE A TERM LORI CAISSES D EPARGNE POSTALE ET CHEQUES POSTAUX"
"543900100","CTE A TERM LORI AUTRES INST FINANCIERES INTERNATIONALES"
"544100100","EMPRUNT A TERME BQ CENTRAL"
"544200100","EMPRUNT A TERME INST FIN SPEC"
"544300100","EMPRUNT A TERME BQ ASSOC"
"544400100","EMPRUNT A TERME BQ NON ASSOC"
"544500100","EMPRUNT A TERME ETS DE MICROFINANCE"
"544600100","EMPRUNT A TERME ETS FIN ASS"
"544700100","EMPRUNT A TERME ETS FIN NON ASS"
"544800100","EMPRUNT A TERME CAISSES D EPARGNE POSTALE ET CHEQUES POSTAUX"
"544900100","EMPRUNT A TERME AUTRES INST FINANCIERES INTERNATIONALES"
"548000100","CREANCES RATTACHEES PRET EMPRUNT AU CORRESP - ASSOCIES"
"548000101","CREANCES RATTACHEES PRET EMPRUNT AU CORRESP - NON ASSOC"
"549000100","DETTES RATTACHEES PRET EMPRUNT A TERME CORRESP - ASSOCIES"
"549000101","DETTES RATTACHEES PRET EMPRUNT A TERME CORRESP - NON ASSOC"
"551100100","PRETS AU JR LE JR BQ CENTRAL"
"551200100","PRETS AU JR LE JR INST FIN SPEC"
"551300100","PRETS AU JR LE JOUR BQ ASSOC"
"551400100","PRETS AU JR LE JR BQ NON ASSO"
"551500100","PRETS AU JR LE JR ETS DE MICROFINANCE"
"551600100","PRETS AU JR LE JR ETS FIN ASS"
"551700100","PRETS AU JR LE JR ETS FIN NON ASS"
"551800100","PRETS CAISSES D EPARGNE POSTALE ET CHEQUES POSTAUX"
"551900100","PRETS AU JR LE JR AUTRES INST FINANCIERES INTERNATIONALES"
"552100100","EMPRUNT AU JR LE JR BQ CENTRAL"
"552200100","EMPRUNT AU JR LE JR INST FIN SPEC"
"552300100","EMPRUNT AU JR LE JR BQ ASSOC"
"552400100","EMPRUNT AU JR LE JR BQ NON ASSOC"
"552500100","EMPRUNT AU JR LE JR ETS DE MICROFINANCE"
"552600100","EMPRUNT AU JR LE JR ETS FIN ASS"
"552700100","EMPRUNT AU JR LE JR ETS FIN NON ASS"
"552800100","EMPRUNT AU JR LE JR CAISSES D EPARGNE POSTALE ET CHEQUES POSTAUX"
"552900100","EMPRUNT AU JR LE JR AUTRES INST FINANCIERES INTERNATIONALES"
"558000101","CREANCES RATTACHEES PRET EMPRUNT AU JR LE JR - NON ASS"
"559000100","DETTES RATTACHEES PRET EMPRUNT AU JR LE JR - ASSOCIES"
"559000101","DETTES RATTACHEES PRET EMPRUNT AU JR LE JR - NON ASS"
"560100100","NOSTRI BANQUE CENTRALE"
"560200100","NOSTRI INST. FINANC. SPECIAL"
"560300100","NOSTRI INST. BANQUE ASSOC"
"560400100","NOSTRI INST. BANQUE NON ASSOC"
"560500100","NOSTRI CHEQUES POSTAUX"
"560600100","NOSTRI ETS FINANC ASSOC"
"560700100","NOSTRI ETS FINANC NON ASSOC"
"560800100","NOSTRI CAISSES D EPARGNE POSTALE ET CHEQUES POSTAUX"
"560900100","NOSTRI AUTRES INST FINANCIERES INTERNATIONALES"
"561100100","LORI BANQUE CENTRALE"
"561200100","LORI INST. FINANCIERES SPECIALISEES"
"561300100","LORI BANQUE ASSOCIEE"
"561400100","LORI BANQUE NON ASSOC"
"561500100","ETABLISSEMENTS DE MICROFINANCE"
"561600100","LORI ETS FINANC ASSOC"
"561700100","LORI ETS FINANC NON ASSOC"
"561800100","LORI CAISSES D EPARGNE POSTALE ET CHEQUES POSTAUX"
"561900100","LORI AUTRES INST FINANCIERES INTERNATIONALES"
"563000100","DEPOTS DE GARANTIE CONSTITUES AUPRES DES CORRESPONDANTS"
"563000101","DEPOTS DE GARANTIE CONSTITUES BANQUES ASSOCIES"
"563000102","DEPOTS DE GARANTIE CONSTITUES BANQUES ASSOCIES"
"564000100","DEPOTS DE GARANTIE RECUES BANQUES ASSO"
"564000101","DEPOTS DE GARANTIE RECUES BANQUES NON ASSO"
"564000102","DEPOTS DE GARANTIE RECUES BANQUES"
"568000100","CREANCES RATTACHEES - ASSOCIES"
"568000101","CREANCES RATTACHEES - NON ASSOCIE"
"569000100","DETTES RATTACHEES - ASSOCIE"
"569000101","DETTES RATTACHEES - NON ASSOCIE"
"571000100","CAISSE PRINCIPALE"
"571000101","CAISSE ORDINAIRE 1"
"571000102","CAISSE ORDINAIRE 2"
"571000103","CAISSE ORDINAIRE 3"
"571000104","CAISSE ORDINAIRE 4"
"571000105","CAISSE ORDINAIRE 5"
"571000106","CAISSE ORDINAIRE 6"
"571000107","CAISSE ORDINAIRE 7"
"571000108","CAISSE ORDINAIRE 8"
"571000109","CAISSE ORDINAIRE 9"
"571000110","CAISSE ORDINAIRE 10"
"571000111","CAISSE ORDINAIRE 11"
"571000112","CAISSE ORDINAIRE 12"
"571000113","CAISSE ORDINAIRE 13"
"571000114","CAISSE ORDINAIRE 14"
"571000115","CAISSE ORDINAIRE 15"
"571000116","CAISSE ORDINAIRE 16"
"571000117","CAISSE ORDINAIRE 17"
"571000118","CAISSE ORDINAIRE 18"
"571000119","CAISSE ORDINAIRE 19"
"571000120","CAISSE ORDINAIRE 20"
"571000121","CAISSE ORDINAIRE 21"
"571000122","BILLETS ET MONNAIES EN DEVISE"
"571000123","PETITE CAISSE"
"571000124","COMPTE ATTENTE CAISSE DEPOT OFFLINE"
"571000125","COMPTE ATTENTE CAISSE RETRAIT OFFLINE"
"571000126","ACCESS AFRICA CASH ACCOUNT"
"571000127","COMPTE CAISSE ATM 1"
"571000128","COMPTE CAISSE ATM 2"
"571000129","COMPTE CAISSE ATM 3"
"571000130","COMPTE CAISSE ATM 4"
"571000131","COMPTE CAISSE ATM 5"
"571000132","COMPTE CAISSE ATM 6"
"571000133","COMPTE CAISSE ATM 7"
"571000134","COMPTE CAISSE ATM 8"
"571000135","COMPTE CAISSE ATM 9"
"571000136","COMPTE CAISSE ATM 10"
"571000138","COMPTE CAISSE ATM 12"
"571000139","COMPTE CAISSE ATM 13"
"571000140","COMPTE CAISSE ATM 14"
"571000141","COMPTE CAISSE ATM 15"
"571000142","COMPTE CAISSE ATM 16"
"571000143","COMPTE CAISSE ATM 17"
"571000144","COMPTE CAISSE ATM 18"
"571000145","COMPTE CAISSE ATM 19"
"571000146","COMPTE CAISSE ATM 20"
"571000147","COMPTE CAISSE ATM 21"
"571000148","COMPTE CAISSE ATM 22"
"571000149","POS 1"
"571000150","POS 2"
"571000151","ACCESS CASH PORTAL"
"571000152","ACCESS CASH PORTAL FOR SOCOPAO"
"571000153","ACCESS CASH MAD BRANCH"
"571000154","CAISSE ORDINAIRE 24"
"571000155","CAISSE ORDINAIRE 25"
"571000156","CAISSE ORDINAIRE 26"
"571000157","CAISSE ORDINAIRE 27"
"571000158","CAISSE ORDINAIRE 28"
"571000159","CAISSE ORDINAIRE 29"
"571000160","CAISSE ORDINAIRE 30"
"571000161","CAISSE ORDINAIRE 31"
"571000162","CAISSE ORDINAIRE 32"
"571000163","CAISSE ORDINAIRE 33"
"571000164","CAISSE ORDINAIRE 34"
"571000165","CAISSE ORDINAIRE 35"
"571000166","CAISSE ORDINAIRE 36"
"571000167","CAISSE ORDINAIRE 37"
"571000168","CAISSE ORDINAIRE 38"
"571000169","CAISSE ORDINAIRE 39"
"571000170","CAISSE ORDINAIRE 40"
"571000182","CAISSE ORDINAIRE 22"
"572000100","AVOIR EN OR ET PIERRES PRECIEUSES"
"573000100","CHEQUES DE VOYAGE"
"574000100","TIMBRES POSTAUX ET FISCAUX"
"575000198","MOUVEMENT DE FONDS AVEC LA BANQUE CENTRALE"
"575000199","BILLETS ET MONNAIES EN ROUTE - CONVOYEUR 2"
"575100199","BILLETS ET MONNAIES EN ROUTE - CONVOYEUR 1"
"575300199","BILLETS ET MONNAIES EN ROUTE - CONVOYEUR 3"
"581000100","CREANCES IMMOBILISEES SUR CORRESPONDANTS"
"582000100","CREANCES IMPAYEES SUR CORRESPONDANTS"
"582000101","CREANCES IMPAYEES SUR CORRESPONDANTS"
"583000100","CREANCES DOUTEUSES SUR CORRESPONDANTS"
"583000101","CREANCES DOUTEUSES SUR CORRESPONDANTS"
"591100100","PROV DÉPRÉCIATION  DES ACTIONS ET PARTS ETS DE CRÉDIT"
"591200100","PROV DÉPRÉCIATION  BONS DU TRÉSOR"
"591300100","PROV DÉPRÉCIATION DES AUTRES ACTIONS ET PARTS NÉGOCIABLES"
"591400100","PROV DEPRECIATION DES OBLIGATIONS ET BONS ASSIMILES"
"591500100","PROV DEPRECIATION DES OBLIGATIONS PROPRES RACHETÉES PAR ANTICIPATION"
"591600100","PROV DEPRECIATION DES AUTRES TITRES À COURT TERME"
"591700100","PROV DEPRECIATION DES TITRES DOUTEUX"
"592100100","PROV DÉPRÉCIATION DES CRÉANCES IMMOBILISÉES SUR LES CORRESPONDANTS"
"592200100","PROV DÉPRÉCIATION DES CRÉANCES IMPAYEES SUR LES CORRESPONDANTS"
"592300100","PROV DÉPRÉCIATION DES CRÉANCES DOUTEUSES SUR LES CORRESPONDANTS"
"601100100","INT. SUR OPS MARCHE MONETAIRE - OPS INTERBANCAIRES"
"601200100","INT. SUR OPS MARCHE MONETAIRE - BEAC"
"601200101","INT. SUR OPS MARCHE MONETAIRE - BEAC GUICHET"
"602000100","INTERET SUR VAL DONNEES EN PENSION"
"603000100","INT SUR EMPRUNTS ET CPTES A TERME - FILIALES"
"603000101","INT SUR EMPRUNTS ET CPTES A TERME - AUTRES"
"604000100","INT SUR EMPRUNTS AU JOUR LE JOUR"
"605000100","INTERETS SUR COMPTE A VUE - FILIALES"
"605000101","INTERETS SUR COMPTE A VUE - AUTRES"
"606100100","COMMISSION SUR OPS ET INTERBANC"
"606200100","COMM SUR AUT VAL DONNÉS EN PENSION"
"606300100","COMM SUR EMPRUNT ET CPTE À TERME - FILIALES"
"606300101","COMM SUR EMPRUNT ET CPTE À TERME - AUTRES"
"606400100","COMM SU EMPRUNT AU JOUR LE JOUR"
"606500100","COMMISSIONS SUR COMPTES A VUE - FILIALES"
"606500101","COMMISSIONS SUR COMPTES A VUE - AUTRES"
"611100100","INTERET SUR BONS DE CAISSE"
"611200100","INTERET SUR CERTIFICAT DE DEPOT"
"611300100","INTERET SUR CPTE ET PLAN EPARGNE LOGEMENT"
"611400100","INTERET SUR PLAN D EPARGNE RETRAITE"
"611500100","INTERET SUR AUTRES CPTE EPARGNE A REG SPECIALES"
"612000100","INTERET SUR DEPOT A TERME"
"612000101","INTERET SUR DEPOT A TERME INST FIN"
"613000100","INTERET SUR COMPTE SUR LIVRETS"
"614000100","INTS SUR AUTRES COMPTES A VUES"
"615100100","DOT AUX AMORTISSEMENTS DES IMMO"
"615200100","DOT AUX PROVS POUR DEPREC DES IMMO"
"615300100","DOT AUX PROVS POUR PERTES LATENTES"
"615400100","DOT AUX PROVS RISQ NON PERCEP LOY"
"615500100","MV DE CESSION SUR IMMO"
"615600100","DÉPRECSUR IMMO DONNÉES EN CRED-BAIL"
"615900100","AUTRES CHGS SUR OPS DE CRÉDIT-BAIL"
"616000100","CHARGES SUR OPS DE LOCATION SIMPLE"
"619000100","INT. SUR AUTRES CPTE  CLIENTELE"
"621000100","FRAIS ENGAGES ET COMMISSION SUR CHEQUES ET EFFETS"
"622000100","COMM ET FRAIS SUR TITRES"
"623100100","COM ET FRAIS SUR OPS DE CHANGE COMPTANT"
"623100101","CHARGES SUR IMPORTATION DES DEVISES AU COMPTANT"
"623200100","COMM ET FRAIS SUR OPS CHANG À TERM"
"623300100","PERTES DE CHANGE SUR REEVALUATION"
"624000100","COMMISSION SUR ENGAG. PAR SIGNATURE"
"625000100","COMMISSION ET FRAIS BANCAIRES BEAC"
"625000101","COMMISSIONS PAYEES SUR OPS CARTE VISA"
"625000102","COMMISSIONS PAYEES SUR OPS CARTE MASTER CARD"
"625000103","COMMISSIONS PAYEES SUR OPS POS- AUTRES BANQUES "
"625000104","REFACTURATION DES FRAIS DES CORRESPONDANTS BANCAIRES"
"625000105","COMMISSIONS PAYES SUR ACHAT DE DEVISE"
"626000100","PERTES SUR TITRES DE TRANSACTION"
"631100100","INTERETS SUR EMPRUNTS OBLIGATAIRES"
"631200100","INTERETS SUR EMPRUNTS PARTICIPATIFS"
"631300100","INTERETS SUR DETTES SUBORDONÉES - FILIALES"
"631300101","INTERETS SUR DETTES SUBORDONÉES - AUTRES"
"631400100","INTERETS SUR CPTES BLOQUÉS DES ACTIONNAIRES"
"631500100","INTERETS SUR AUTRES COMPTES BLOQUÉS"
"631600100","INTERETS SUR TITRES DE CRÉANCES NÉGOCIABLES"
"631700100","INTS SUR AUT EMP À MOYEN  LONG TERM - FILIALES"
"631700101","INTS SUR AUT EMP À MOYEN  LONG TERM - AUTRES"
"632100100","COMMISSIONS SUR EMPRUNTS OBLIGATAIRES"
"632200100","COMMISSIONS SUR EMPRUNTS PARTICIPATIFS"
"632300100","COMMISSIONS SUR DETTES SUBORDONÉES - FILIALES"
"632300101","COMMISSIONS SUR DETTES SUBORDONÉES - AUTRES"
"632400100","COMMISSIONS SUR CPTES BLOQUÉS DES ACTIONNAIRES"
"632500100","COMMISSIONS SUR AUTRES COMPTES BLOQUÉS"
"632600100","COMMISSIONS SUR TITRES DE CRÉANCES NÉGOCIABLES"
"632700100","COMMISSIONS SUR AUT EMP À MOYEN  LONG TERM - FILIALES"
"632700101","COMMISSIONS SUR AUT EMP À MOYEN  LONG TERM - AUTRES"
"641100100","FOURNITURE CONSOMMEE - EAU BANQUE"
"641100101","FOURNITURE CONSOMMEE - EAU MANAGEMENT"
"641100102","FOURNITURE CONSOMMEE - EAU STAFF"
"641100103","FOURNITURE CONSOMMEE - ELECTRICITE BANQUE"
"641100104","FOURNITURE CONSOMMEE - ELECTRICITE MANAGEMENT"
"641100105","FOURNITURE CONSOMMEE - ELECTRICITE STAFF"
"641100106","FOURNITURE CONSOMMEE - GAZ"
"641100107","FOURNITURE CONSOMMEE - CARBURANT VEHICULE BANQUE"
"641100108","FOURNITURE CONSOMMEE - CARBURANT MANAGEMENT"
"641100109","FOURNITURE CONSOMMEE - CARBURANT GROUPE ELECT BANQUE"
"641100110","FOURNITURE CONSOMMEE - CARBURANT STAFF"
"641100111","FOURNITURE CONSOMMEE - AUTRES"
"641200100","PETIT OUTILLAGE"
"641200101","AUTRES PETIT MATERIEL MOBILIER ET OUTILLAGE"
"641300100","FOURNITURE DE BUREAU"
"641300101","IMPRIME DE BANQUE"
"641300102","FOURNITURE ET CONSOMMABLE INFORMATIQUE"
"641300103","FOURNITURE ET CONSOMMABLE AUTRES"
"641300104","CHEQUES ET IMPRIMES DE VALEUR"
"641300105","ETRENNES ET OBJETS PUBLICITAIRES"
"641300106","DOCUMENTATIONS GENERALES"
"641300107"," ABONNEMENT JOURNAUX ET REVUES"
"641400100","PRODUITS D ENTRETIEN BUREAU ET IMMEUBLES"
"641400101","PRODUITS D ENTRETIEN BUREAU ET IMMEUBLES MANAGEMENT"
"641900100","FOURNITURES NON VENTILES"
"641900101","FOURNITURES DE SANTES"
"642000101","TRANSPORT AFFAIRES DANS LE PAYS PAR AVION"
"642000102","TRANSPORT AFFAIRES DANS LE PAYS PAR ROUTE ET AUTRES"
"642000103","TRANSPORT AFFAIRES HORS DU PAYS PAR AVION"
"642000104","TRANSPORT AFFAIRES HORS DU PAYS PAR ROUTE ET AUTRES"
"642000105","TRANSPORT CONFERENCE ET SEMINAIRE PAR AVION"
"642000106","TRANSPORT CONFERENCE ET SEMINAIRE PAR ROUTE"
"642000107","TRANSPORT ET DEPLACEMENT STAFF GROUP PAR AVION"
"642000108","TRANSPORT ET DEPLACEMENT STAFF GROUP PAR ROUTE ET AUTRES"
"642000109","TRANSPORT ET DEPLACEMENT ADMINISTRATEURS PAR AVION"
"642000110","TRANSPORT ET DEPLACEMENT ADMINISTRATEURS PAR ROUTE ET AUTRES"
"642000111","TRANSPORT ET DEPLACEMENT MANAGEMENT PAR AVION"
"642000112","TRANSPORT ET DEPLACEMENT MANAGEMENT PAR ROUTE ET AUTRES"
"642000113","TRANSPORT ET DEPLACEMENT AUTRES"
"642000114","BILLETS VACANCES MANAGEMENT"
"642000115","BILLETS VACANCES AUTRES STAFF"
"642000116","INDEMNITES KILOMETRIQUES"
"642000117","FRAIS HOTEL ET HEBERGEMENT AFFAIRE"
"642000118","FRAIS HOTEL ET HEBERGEMENT CONFERENCES ET SEMINAIRES"
"642000119","FRAIS HOTEL ET HEBERGEMENT STAFF GROUP"
